node,degree,in_degree,out_degree,betweenness,clustering,closeness,pagerank
337,4,1,3,0.0007964614541122526,0.16666666666666666,0.2773342589378688,0.0007055687191208221
421,4,2,2,0.0005770600753421712,0.0,0.2742876759354617,0.0006338090608586073
570,4,3,1,0.0004467410444101391,0.0,0.27743055555555557,0.0007739381743235826
651,3,3,0,0.0,0.0,0.2703891708967851,0.0008981149156248229
750,3,1,2,0.002251821613916051,0.0,0.26794097920858484,0.0004486456502525058
525,4,2,2,0.004054323547476981,0.0,0.2666889185580774,0.0026511229347354133
602,3,0,3,0.0,0.0,0.26956815114709853,0.0002640944232385337
606,5,1,4,0.0027075845372680363,0.0,0.26580172987358613,0.0008072082998805995
539,6,5,1,0.005014387202628418,0.0,0.2781065088757396,0.0025720330347161514
652,3,2,1,0.00017793688718105517,0.0,0.26205313217448345,0.0005807453047737658
322,4,2,2,0.0003301868444312528,0.0,0.27466483327603985,0.0008349004272128947
399,3,1,2,0.0003912116756276224,0.0,0.2687521022536159,0.0005380113941584757
505,4,2,2,0.0028443008084869503,0.0,0.25983739837398373,0.0012903332636451717
706,4,1,3,9.918868560309459e-05,0.0,0.2605151613955005,0.00032021745924250283
622,3,0,3,0.0,0.0,0.2681208053691275,0.0002640944232385337
691,3,2,1,0.00043773247465846957,0.0,0.2570785070785071,0.0016070457632245173
550,3,2,1,8.969097244384969e-05,0.0,0.2508634222919937,0.000496970999788495
702,3,3,0,0.0,0.0,0.24922021210230816,0.002240175301709237
731,3,2,1,0.00044206901489667055,0.0,0.25600768984299904,0.0005917908558603662
742,3,2,1,0.0007487317169885604,0.0,0.26776139410187666,0.000907198126601143
245,5,4,1,0.00013988028133628613,0.0,0.26179554390563564,0.0008653992739829275
728,3,1,2,0.00013899234065951126,0.0,0.25551646945954587,0.0004357736240216707
254,5,4,1,0.001850517880622887,0.0,0.275612280096585,0.0019556023010890876
478,3,1,2,0.00016686510515317968,0.0,0.2631752305665349,0.0004052705603576702
275,3,2,1,0.001054516906177329,0.0,0.27139945652173914,0.0010332986148499737
366,5,2,3,0.0004522144822714633,0.0,0.2689330191854594,0.0006659616728954416
713,3,2,1,7.384665423899272e-05,0.0,0.2651842017922337,0.0009470517314977503
699,3,2,1,0.0025902347692638703,0.0,0.25757575757575757,0.000637321921601658
740,3,1,2,3.708431097510145e-05,0.0,0.26274251890825384,0.0004089577565539073
182,3,0,3,0.0,0.0,0.2723244717109748,0.0002640944232385337
287,3,2,1,0.0026859062206676153,0.0,0.27316239316239316,0.001358969283021146
283,4,0,4,0.0,0.0,0.2633487145682268,0.0002640944232385337
474,4,1,3,0.0003805725925480882,0.0,0.27167630057803466,0.0004952757878943699
618,3,2,1,0.0004958968145598553,0.0,0.26300197498354183,0.0007600459452388615
629,3,2,1,0.0010333057851198892,0.0,0.2580749354005168,0.0008710246095702871
650,4,2,2,0.0013270995364224676,0.0,0.2765662859120803,0.0012917771727929584
198,8,4,4,0.004264079416142897,0.0,0.28535714285714286,0.0009501632355897237
278,4,0,4,0.0,0.16666666666666666,0.26128188358404186,0.0002640944232385337
698,4,3,1,0.00023835146544924743,0.0,0.26794097920858484,0.0008355854989730935
475,4,0,4,0.0,0.0,0.2608553705517467,0.0002640944232385337
718,4,2,2,0.0020658828799984177,0.0,0.2652722443559097,0.0010149981384929023
739,3,2,1,0.00057696017771055,0.0,0.2706639566395664,0.0008990002970508984
605,3,0,3,0.0,0.0,0.2606851549755302,0.0002640944232385337
628,3,0,3,0.0,0.0,0.2773342589378688,0.0002640944232385337
555,4,2,2,0.0017919598737251032,0.0,0.25824175824175827,0.0006180011196290037
347,3,1,2,2.0470289507520362e-05,0.0,0.2727893479003073,0.00030945846953736773
276,4,2,2,0.0006248675368303767,0.0,0.2802525429673799,0.0014538601940027442
357,3,2,1,4.3978646578701155e-05,0.0,0.2665999332665999,0.0012084632709435568
670,3,3,0,0.0,0.0,0.26857142857142857,0.0018654574271080742
624,4,2,2,0.0008900412440448106,0.0,0.2614528795811518,0.0005737213212318058
703,4,3,1,0.00139240326826576,0.0,0.2655367231638418,0.0012776923789087299
712,3,0,3,0.0,0.0,0.2568306010928962,0.0002640944232385337
558,3,3,0,0.0,0.0,0.2687521022536159,0.0009837447293649705
215,4,1,3,0.0017783118616010423,0.0,0.2761838921534739,0.0011940557492118831
517,3,2,1,0.00035632155158685556,0.0,0.26222513948145715,0.0007115704244952534
462,3,1,2,0.00022320571629620164,0.0,0.2713073005093379,0.00034772818976031277
560,6,3,3,0.003476025672848429,0.0,0.26606726606726605,0.0013586663758627568
796,3,1,2,0.0026642110525090627,0.0,0.2573268921095008,0.0007040577402277894
269,4,0,4,0.0,0.0,0.2697501688048616,0.0002640944232385337
755,3,2,1,0.00016671083450986898,0.0,0.25724404378622023,0.0009641792132587572
769,3,3,0,0.0,0.0,0.2579083279535184,0.0022055057791271673
633,3,2,1,0.0007626986497772014,0.0,0.2641322314049587,0.0008299887431406589
523,4,1,3,4.6430168434177204e-05,0.0,0.2618813503769256,0.000308992852041709
640,3,1,2,0.00021098511159915574,0.0,0.24073516119313046,0.00046340935785707256
260,4,2,2,0.005775232243835102,0.0,0.2749483826565726,0.0008779651708481583
319,5,2,3,0.001790474998316955,0.0,0.26749246735855375,0.0013708377883043406
725,3,1,2,0.0003357647424008571,0.3333333333333333,0.2487546699875467,0.00037808088031054385
785,3,2,1,8.157032397859747e-05,0.0,0.25535314797059766,0.00051414584069981
520,3,3,0,0.0,0.0,0.2529281418170307,0.001329693632628431
738,3,3,0,0.0,0.0,0.2525284450063211,0.0006560656605967565
597,3,2,1,0.00048791925012219706,0.0,0.2739115529653754,0.001099513293565891
521,5,2,3,0.0024919119594168835,0.0,0.2718611772711807,0.0006884434368188478
719,3,0,3,0.0,0.0,0.24976555173491716,0.0002640944232385337
697,4,1,3,0.0012817364098806126,0.0,0.26153846153846155,0.00040267235816067155
427,3,2,1,0.0003203579802139912,0.0,0.25189155107187894,0.0011852696221614353
754,3,1,2,0.00022863515843741714,0.0,0.24852255054432348,0.0004527905856062346
778,3,1,2,0.002011544144127065,0.0,0.26731348277015726,0.0005925206190818007
563,4,1,3,0.00020119274076885253,0.0,0.2614528795811518,0.0004919414253313227
448,3,2,1,0.0002717819680607122,0.0,0.2643944407677035,0.0007833928672297076
620,4,3,1,0.002152224326448987,0.0,0.2728825136612022,0.0010694438781056904
360,5,0,5,0.0,0.0,0.26929558476575666,0.0002640944232385337
612,3,2,1,0.0005642710717733762,0.0,0.26205313217448345,0.00039362641127275365
793,3,2,1,0.0002941173215105857,0.0,0.26291543270812767,0.000595096449381388
466,3,1,2,0.0042734407012530095,0.0,0.2665999332665999,0.0016436197242822486
588,3,0,3,0.0,0.0,0.2573268921095008,0.0002640944232385337
503,3,2,1,0.0015714225290035966,0.0,0.25857605177993526,0.0017175456534169566
681,3,2,1,0.00016383672554560834,0.0,0.2634355423672931,0.00047740361667721986
593,4,2,2,0.0013971685850517424,0.0,0.2588273404599935,0.00048176543309956966
784,4,2,2,0.0013571533629500824,0.0,0.27011494252873564,0.0007746992917151776
374,4,3,1,0.0003939061256949217,0.0,0.26213910761154857,0.0013049554020015234
683,4,2,2,0.000746509622429486,0.0,0.26162409954158483,0.0010166844157058082
349,9,2,7,0.003291640139167087,0.027777777777777776,0.29375,0.0012502981287181442
674,3,2,1,0.0002229096624598208,0.3333333333333333,0.24984365228267666,0.000836226066765456
584,4,1,3,0.0006250775416741828,0.0,0.26153846153846155,0.0005712477784628026
509,4,2,2,0.0007420651276498717,0.0,0.26094056172436314,0.0006078502713885848
782,3,1,2,0.00036112930061121454,0.0,0.25405405405405407,0.0004588006167572363
792,3,2,1,0.00021372789329916192,0.0,0.23958020989505247,0.000772398415552432
721,3,3,0,0.0,0.0,0.25740979381443296,0.0007963639600541404
569,3,2,1,0.0013263781926306766,0.0,0.2537313432835821,0.001980168345490631
549,5,1,4,0.0012315803436222896,0.0,0.2611111111111111,0.0006923437078316196
641,3,2,1,0.001543182600227473,0.0,0.2592472420506165,0.0006160292765467272
787,3,2,1,0.00035563562936644533,0.0,0.2424886191198786,0.0012337180151548088
556,4,3,1,0.0011463482803120368,0.0,0.26274251890825384,0.0012037986819858162
498,3,1,2,8.36968610955825e-05,0.0,0.253008233058898,0.000391867789507746
375,4,1,3,0.0015315406781238835,0.0,0.2554347826086957,0.0006376627091175477
615,3,1,2,8.862581440169537e-05,0.0,0.24434250764525994,0.00032021745924250283
594,3,1,2,0.0015241510048969887,0.0,0.2541348600508906,0.001426716345341599
528,3,3,0,0.0,0.0,0.2658901830282862,0.0010382294099316786
580,3,2,1,0.0004558621014363983,0.0,0.25220959595959597,0.0007352719751399692
559,3,1,2,0.00033251461603232233,0.0,0.26448195961602117,0.0004527905856062346
581,3,3,0,0.0,0.0,0.2475983885962194,0.0005170150802093033
775,3,3,0,0.0,0.0,0.24645280690931523,0.001008219053122829
557,4,0,4,0.0,0.0,0.2623112278397899,0.0002640944232385337
710,3,2,1,0.0015051988417068422,0.0,0.2502348888192922,0.002174551053449716
657,3,2,1,0.001104990744305895,0.0,0.26483261518064305,0.0006706911625267681
499,4,4,0,0.0,0.0,0.25445859872611465,0.0013167820480370427
777,3,0,3,0.0,0.0,0.25445859872611465,0.0002640944232385337
730,3,2,1,0.00019408198366001103,0.0,0.24937578027465668,0.0005728183731447038
762,3,1,2,7.572491822070713e-05,0.0,0.23751486325802615,0.0006494059144090106
786,3,1,2,0.0015752947219794878,0.0,0.24337496192506852,0.0004246461085398676
